STT	Nature	Genre	Detail	Particular	Level or nLuckParam1 of GoldItem	Series or nLuckParam2 of GoldItem	Gi¸ hiÖn t¹i	Gi¸ trÞ cña vËt phÈm	Giíi h¹n thêi h¹n vËt phÈm b¸n(phót)	Tr¹ng th¸I khãa	VËt phÈm HOT	Ghi chó
1	0	1	0	0	1	0			0			
2	0	1	0	0	2	0			0			
3	0	1	0	0	3	0			0			
4	0	1	0	0	4	0			0			
5	0	1	0	0	5	0	3000		0			
6	0	1	1	0	1	0			0			
7	0	1	1	0	2	0			0			
8	0	1	1	0	3	0			0			
9	0	1	1	0	4	0			0			
10	0	1	1	0	5	0	3000		0			
11	0	1	2	0	1	0			0			
12	0	1	2	0	2	0			0			
13	0	1	2	0	3	0			0			
14	0	1	2	0	4	0			0			
15	0	1	2	0	5	0	4500		0			
16	0	1	3	0	1	0	50		0
17	0	1	3	0	2	0	50		0
18	0	1	3	0	3	0	50		0
19	0	1	3	0	4	0	100		0
20	0	1	3	0	5	0	100		0
21	0	1	4	0	1	0	10		0
22	0	1	4	0	2	0	20		0
23	0	1	4	0	3	0	50		0
24	0	1	4	0	4	0	100		0
25	0	1	4	0	5	0	200		0
26	0	0	0	0	1	4	100		0
27	0	0	0	0	2	4	1200		0
28	0	0	0	0	3	4	2700		0
29	0	0	0	0	4	4	4800		0
30	0	0	0	0	5	4	7500		0
31	0	0	0	0	6	4	10800		0
32	0	0	0	0	7	4	15000		0
33	0	0	0	0	8	4	20000		0
34	0	0	0	0	9	4	25000		0
35	0	0	0	0	10	4	30000		0
36	0	0	0	1	1	3	100		0
37	0	0	0	1	2	3	1200		0
38	0	0	0	1	3	3	2700		0
39	0	0	0	1	4	3	4800		0
40	0	0	0	1	5	3	7500		0
41	0	0	0	1	6	3	10800		0
42	0	0	0	1	7	3	15000		0
43	0	0	0	1	8	3	20000		0
44	0	0	0	1	9	3	25000		0
45	0	0	0	1	10	3	30000		0
46	0	0	0	2	1	0	100		0
47	0	0	0	2	2	0	1500		0
48	0	0	0	2	3	0	3000		0
49	0	0	0	2	4	0	5000		0
50	0	0	0	2	5	0	7500		0
51	0	0	0	2	6	0	10000		0
52	0	0	0	2	7	0	15000		0
53	0	0	0	2	8	0	21000		0
54	0	0	0	2	9	0	28000		0
55	0	0	0	2	10	0	36000		0
56	0	0	0	3	1	2	100		0
57	0	0	0	3	2	2	1500		0
58	0	0	0	3	3	2	3000		0
59	0	0	0	3	4	2	5000		0
60	0	0	0	3	5	2	7500		0
61	0	0	0	3	6	2	10000		0
62	0	0	0	3	7	2	15000		0
63	0	0	0	3	8	2	21000		0
64	0	0	0	3	9	2	28000		0
65	0	0	0	3	10	2	36000		0
66	0	0	0	4	1	0	100		0
67	0	0	0	4	2	0	1200		0
68	0	0	0	4	3	0	2700		0
69	0	0	0	4	4	0	4500		0
70	0	0	0	4	5	0	7500		0
71	0	0	0	4	6	0	9000		0
72	0	0	0	4	7	0	13500		0
73	0	0	0	4	8	0	20000		0
74	0	0	0	4	9	0	27000		0
75	0	0	0	4	10	0	32000		0
76	0	0	0	5	1	2	100		0
77	0	0	0	5	2	2	1200		0
78	0	0	0	5	3	2	2700		0
79	0	0	0	5	4	2	4800		0
80	0	0	0	5	5	2	7500		0
81	0	0	0	5	6	2	10800		0
82	0	0	0	5	7	2	15000		0
83	0	0	0	5	8	2	20000		0
84	0	0	0	5	9	2	25000		0
85	0	0	0	5	10	2	30000		0
86	0	0	1	0	1	1	20		0
87	0	0	1	0	2	1	30		0
88	0	0	1	0	3	1	40		0
89	0	0	1	0	4	1	60		0
90	0	0	1	0	5	1	80		0
91	0	0	1	0	6	1	100		0
92	0	0	1	0	7	1	140		0
93	0	0	1	0	8	1	180		0
94	0	0	1	0	9	1	250		0
95	0	0	1	0	10	1	330		0
96	0	0	1	1	1	1	20		0
97	0	0	1	1	2	1	30		0
98	0	0	1	1	3	1	40		0
99	0	0	1	1	4	1	60		0
100	0	0	1	1	5	1	80		0
101	0	0	1	1	6	1	100		0
102	0	0	1	1	7	1	140		0
103	0	0	1	1	8	1	180		0
104	0	0	1	1	9	1	300		0
105	0	0	1	1	10	1	330		0
106	0	0	1	2	1	1	150		0
107	0	0	1	2	2	1	400		0
108	0	0	1	2	3	1	1000		0
109	0	0	1	2	4	1	1600		0
110	0	0	1	2	5	1	3000		0
111	0	0	1	2	6	1	3500		0
112	0	0	1	2	7	1	6500		0
113	0	0	1	2	8	1	7500		0
114	0	0	1	2	9	1	10000		0
115	0	0	1	2	10	1	15000		0
116	0	0	2	0	1	3	100		0
117	0	0	2	0	2	3	400		0
118	0	0	2	0	3	3	800		0
119	0	0	2	0	4	3	1000		0
120	0	0	2	0	5	3	2000		0
121	0	0	2	0	6	3	3000		0
122	0	0	2	0	7	3	4000		0
123	0	0	2	0	8	3	5000		0
124	0	0	2	0	9	3	7500		0
125	0	0	2	0	10	3	10000		0
126	0	0	2	1	1	0	100		0
127	0	0	2	1	2	0	300		0
128	0	0	2	1	3	0	600		0
129	0	0	2	1	4	0	900		0
130	0	0	2	1	5	0	1600		0
131	0	0	2	1	6	0	2500		0
132	0	0	2	1	7	0	3500		0
133	0	0	2	1	8	0	4500		0
134	0	0	2	1	9	0	6000		0
135	0	0	2	1	10	0	8000		0
136	0	0	2	2	1	4	100		0
137	0	0	2	2	2	4	500		0
138	0	0	2	2	3	4	1000		0
